Species,Family,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity
Garrulax_imbricatus,Leiotrichidae,LC,0,10.27868931,3.706228092,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0.757928931,2.856470206
Garrulax_konkakinhensis,Leiotrichidae,VU,1,3.135494216,4.339901708,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0,0
Garrulax_leucolophus,Leiotrichidae,LC,0,14.35504725,4.815755208,Invertebrates,GroundForaging,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.386294361,1.163088529,4.186619838
Garrulax_lineatus,Leiotrichidae,LC,0,12.86630038,3.706228092,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,0.924337803,4.724729421
Garrulax_lugubris,Leiotrichidae,LC,0,10.63531924,4.364880476,Invertebrates,GroundForaging,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,1.129917932,3.919991175
Garrulax_lunulatus,Leiotrichidae,LC,0,12.27481669,4.364880476,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0.976698112,4.455509411
Garrulax_maesi,Leiotrichidae,LC,0,13.49495468,4.364880476,Invertebrates,GroundForaging,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.126435863,5.289781036
Garrulax_maximus,Leiotrichidae,LC,0,13.23847604,4.364880476,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0.757928931,3.277144733
Garrulax_melanostigma,Leiotrichidae,LC,0,13.07617346,4.272490748,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.192169049,3.471966453
Garrulax_merulinus,Leiotrichidae,LC,0,13.1196519,4.366912997,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.145202037,4.069026754
Garrulax_milleti,Leiotrichidae,NT,0,10.09361192,4.364880476,Invertebrates,GroundForaging,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.040031433,3.295836866
Garrulax_milnei,Leiotrichidae,LC,0,14.21373109,4.364880476,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.119373221,4.722953222
Garrulax_mitratus,Leiotrichidae,NT,0,11.82801865,4.127134385,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.857232129,3.75419892
Garrulax_monileger,Leiotrichidae,LC,0,14.73047801,4.427238977,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.504077397,1.25743343,4.935193099
Garrulax_morrisonianus,Leiotrichidae,LC,0,9.485537329,4.291828367,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.059479691,1.791759469
Garrulax_ngoclinhensis,Leiotrichidae,VU,1,5.038898759,4.339901708,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0.622332977,1.193922468
Garrulax_nuchalis,Leiotrichidae,NT,0,11.01373357,4.356708827,Invertebrates,GroundForaging,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,0.836660027,3.62700405
Garrulax_ocellatus,Leiotrichidae,LC,0,13.89004143,4.736198448,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.917940618,4.347693956
Garrulax_palliatus,Leiotrichidae,LC,0,11.58238063,4.364880476,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,0.684866101,3.242592351
Garrulax_pectoralis,Leiotrichidae,LC,0,14.5906862,4.977560986,Invertebrates,GroundForaging,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.386294361,1.170952997,5.153291594
Garrulax_peninsulae,Leiotrichidae,LC,0,9.605014129,4.272490748,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.215105883,2.4765384
Garrulax_perspicillatus,Leiotrichidae,LC,0,14.12815933,4.769327772,Invertebrates,GroundForaging,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,1.463703702,5.940960415
Garrulax_poecilorhynchus,Leiotrichidae,LC,0,9.784647709,4.276249366,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.747245691,5.403127731
Garrulax_ruficeps,Leiotrichidae,LC,0,9.248618333,4.580365067,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.108521796,2.079441542
Garrulax_ruficollis,Leiotrichidae,LC,0,12.57932546,4.192378302,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,1.044447802,4.097672352
Garrulax_rufifrons,Leiotrichidae,CR,1,8.470457915,4.364880476,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.275884814,5.513831891
Garrulax_rufogularis,Leiotrichidae,LC,0,12.47269667,4.139955073,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,1.083851472,4.909709376
Garrulax_sannio,Leiotrichidae,LC,0,14.52410802,4.216414691,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,1.140175425,5.064491967
Garrulax_squamatus,Leiotrichidae,LC,0,13.44543624,4.430697744,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.089694548,4.180522258
Garrulax_strepitans,Leiotrichidae,LC,0,12.4180513,4.364880476,Invertebrates,GroundForaging,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.303840481,3.555348061
Garrulax_striatus,Leiotrichidae,LC,0,12.5679181,4.521788577,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.901334478,4.370712875
Garrulax_subunicolor,Leiotrichidae,LC,0,12.7390232,4.188593573,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,0.984650177,4.092676505
Garrulax_sukatschewi,Leiotrichidae,VU,1,10.2583223,4.216414691,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.108145249,0.769160567,3.953164949
Garrulax_taewanus,Leiotrichidae,NT,0,10.08123617,4.139636551,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.999374707,6.290828124
Garrulax_variegatus,Leiotrichidae,LC,0,12.54846447,4.166665224,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.911406817,4.770684624
Garrulax_vassali,Leiotrichidae,LC,0,10.84289893,4.364880476,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.071873374,3.46885603
Garrulax_virgatus,Leiotrichidae,LC,0,11.61967452,3.871201011,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,1.061575606,4.037774211
Garrulax_yersini,Leiotrichidae,EN,1,6.578139483,4.364880476,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.108145249,1.379358459,3.511545439
Garrulus_glandarius,Corvidae,LC,0,16.90238811,5.071793107,Generalist,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.609437912,1.38031007,4.483002552
Garrulus_lanceolatus,Corvidae,LC,0,12.68306182,4.581901559,Generalist,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.252762968,1.112174306,5.081404365
Garrulus_lidthi,Corvidae,VU,1,6.703556144,4.862521909,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,Yes,1.386294361,1.193641774,4.258445573
Gavia_adamsii,Gaviidae,NT,0,15.21048962,8.505998767,AquaticAnimals,AquaticDive,Migratory,NonCooperative,ExposedGround,none,Wetland,No,0.693147181,0.632455532,0.09531018
Gavia_arctica,Gaviidae,LC,0,16.75597414,7.719174265,AquaticAnimals,AquaticDive,Migratory,NonCooperative,ExposedGround,none,Wetland,No,0.693147181,0.984650177,2.028148247
Gavia_immer,Gaviidae,LC,0,16.05998172,8.508517668,AquaticAnimals,AquaticDive,Migratory,NonCooperative,ExposedGround,none,Wetland,No,0.693147181,0.92115587,1.435084525
Gavia_pacifica,Gaviidae,LC,0,15.5014437,7.719174265,AquaticAnimals,AquaticDive,Migratory,NonCooperative,ExposedGround,none,Wetland,No,0.693147181,0.588566191,0.09531018
Gavia_stellata,Gaviidae,LC,0,16.62817874,7.303843225,AquaticAnimals,AquaticDive,Migratory,NonCooperative,ExposedGround,none,Wetland,No,0.693147181,0.8532356,0.916290732
Gecinulus_grantia,Picidae,LC,0,13.52808352,4.330996464,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.098612289,1.216496962,4.877484781
Gecinulus_viridis,Picidae,LC,0,12.14208224,4.237000863,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.268147887,1.27948058,3.701301974
Geococcyx_californianus,Cuculidae,LC,0,14.91687658,5.929589143,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.386294361,1.370703988,3.73289634
Geococcyx_velox,Cuculidae,LC,0,13.15581614,5.192345553,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.261188872,4.33073334
Geocolaptes_olivaceus,Picidae,NT,0,13.55954289,4.787491743,Invertebrates,GroundForaging,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,1.098612289,1.209493234,3.881563798
Geoffroyus_geoffroyi,Psittacidae,LC,0,13.58389043,5.099866428,Generalist,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.098612289,0.66021958,2.960105096
Geoffroyus_heteroclitus,Psittacidae,LC,0,11.28609136,5.135798437,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.243417106,0.600462428,2.694627181
Geoffroyus_simplex,Psittacidae,LC,0,12.43408234,5.081404365,Seeds,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.243417106,0.632455532,2.151762203
Geomalia_heinrichi,Turdidae,NT,0,9.074921485,4.293332024,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.076353818,0.53182959,2.687847494
Geopelia_cuneata,Columbidae,LC,0,15.55644827,3.453157121,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.642114135,0.336472237
Geopelia_humeralis,Columbidae,LC,0,14.830068,4.855306142,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.819036259,1.62924054
Geopelia_maugeus,Columbidae,LC,0,11.35358032,4.143610804,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.414597592,0.763606698,4.175924549
Geopelia_placida,Columbidae,LC,0,15.53328701,3.867025639,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.774596669,1.481604541
Geopelia_striata,Columbidae,LC,0,13.86227295,4.036008985,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.371673712,5.544004882
Geophaps_plumifera,Columbidae,LC,0,14.4362451,4.546799273,Seeds,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,none,Terrestrial,No,0.693147181,0.611690885,0.09531018
Geophaps_scripta,Columbidae,LC,0,13.76767412,5.39997102,Seeds,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,none,Terrestrial,No,0.693147181,0.823549026,1.481604541
Geophaps_smithii,Columbidae,VU,1,10.76011108,5.267858159,Seeds,GroundForaging,PartiallyMigratory,NonCooperative,ExposedGround,none,Terrestrial,No,0.693147181,0.894427191,0.09531018
Geositta_antarctica,Furnariidae,LC,0,11.58696279,3.607398212,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.098612289,0.733836822,0.78845736
Geositta_crassirostris,Furnariidae,LC,0,10.85099203,4.021773869,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.963679354,0.790252997,1.902107526
Geositta_cunicularia,Furnariidae,LC,0,14.88445223,3.349904087,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.916290732,1.026433327,2.949688335
Geositta_isabellina,Furnariidae,LC,0,10.80380946,3.75419892,Invertebrates,GroundForaging,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,1.098612289,1.365824224,4.816241156
Geositta_maritima,Furnariidae,LC,0,11.97278974,2.802754137,Invertebrates,GroundForaging,PartiallyMigratory,NonCooperative,Cavity,weak,Terrestrial,No,0.963679354,1.164674202,4.172847624
Geositta_peruviana,Furnariidae,LC,0,10.90986941,3.034952987,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.693147181,1.464500276,5.32933142
Geositta_poeciloptera,Furnariidae,VU,1,14.11341971,2.888703701,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.098612289,1.240758007,3.391147046
Geositta_punensis,Furnariidae,LC,0,12.85551216,3.250374492,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.916290732,0.87642146,1.902107526
Geositta_rufipennis,Furnariidae,LC,0,13.53910032,3.477232068,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.916290732,1.021778181,3.08190997
Geositta_saxicolina,Furnariidae,LC,0,10.70885119,3.494384096,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.963679354,0.984650177,3.660994251
Geositta_tenuirostris,Furnariidae,LC,0,13.34119412,3.471966453,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.693147181,0.971286834,3.265759411
Geospiza_conirostris,Thraupidae,VU,1,4.521788577,3.317815773,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,Yes,1.252762968,0.547722558,0
Geospiza_difficilis,Thraupidae,LC,0,7.113223539,2.509599262,Generalist,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,Yes,1.252762968,0.472870805,0
Geospiza_fortis,Thraupidae,LC,0,8.948962621,3.17805383,Seeds,GroundForaging,Sedentary,Cooperative,Cavity,weak,Terrestrial,Yes,1.252762968,0.651355562,0
Geospiza_fuliginosa,Thraupidae,LC,0,9.024263774,2.674148649,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,Yes,1.252762968,0.651355562,0
Geospiza_magnirostris,Thraupidae,LC,0,8.911907382,3.540959324,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,Yes,1.252762968,0.611690885,0
Geospiza_scandens,Thraupidae,LC,0,8.868272509,3.122364924,Generalist,ArborealGleaning,Sedentary,Cooperative,Cavity,weak,Terrestrial,Yes,1.252762968,0.668740305,0
Geothlypis_aequinoctialis,Parulidae,LC,0,14.36779036,2.57261223,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,0.693147181,1.075910633,3.068052935
Geothlypis_auricularis,Parulidae,LC,0,12.02143381,2.621765833,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.286969724,1.258688981,4.588024027
Geothlypis_beldingi,Parulidae,VU,1,8.248319788,2.753660712,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,1.098612289,1.525807768,3.490428515
Geothlypis_chiriquensis,Parulidae,LC,0,7.231504057,2.621765833,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.286969724,1.317169373,3.681351188
Geothlypis_flavovelata,Parulidae,VU,1,10.8579446,2.388762789,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,1.286969724,1.193641774,3.979681654
Geothlypis_nelsoni,Parulidae,LC,0,11.67160473,2.397895273,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.286969724,1.605851609,5.518656991
Geothlypis_poliocephala,Parulidae,LC,0,13.66395414,2.681021529,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.098612289,1.235489276,4.097672352
Geothlypis_rostrata,Parulidae,LC,0,9.078430521,2.778819272,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.693147181,1.318262007,4.027135813
Geothlypis_semiflava,Parulidae,LC,0,12.27018905,2.844909384,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,0.405465108,1.004962932,3.453157121
Geothlypis_speciosa,Parulidae,EN,1,6.206979071,2.379546134,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedGround,weak,Wetland,No,1.286969724,2.096533376,5.949078831
Geothlypis_trichas,Parulidae,LC,0,16.36499831,2.255493485,Invertebrates,ForagingGeneralist,Migratory,NonCooperative,ExposedGround,weak,Wetland,No,1.386294361,1.357906069,3.265759411
Geothlypis_velata,Parulidae,NE,0,15.62436804,2.57261223,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.286969724,1.156680084,3.356897123
Geotrygon_albifacies,Columbidae,LC,0,12.16581039,5.472270674,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108,1.227457501,4.585987367
Geotrygon_caniceps,Columbidae,VU,1,10.05467528,5.257495372,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108,1.254910983,4.980863136
Geotrygon_carrikeri,Columbidae,EN,1,4.848116365,5.587248658,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,0.376060309,0
Geotrygon_chiriquensis,Columbidae,LC,0,9.704109355,5.730099783,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.403485504,4.70682384
Geotrygon_chrysia,Columbidae,LC,0,12.24418602,5.129898715,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.403485504,5.040194096
Geotrygon_costaricensis,Columbidae,LC,0,9.712563097,5.65280492,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.414597592,1.297019809,3.975936331
Geotrygon_frenata,Columbidae,LC,0,13.00115212,5.726847748,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,0.971286834,3.46885603
Geotrygon_goldmani,Columbidae,NT,0,8.701745591,5.552959585,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.414597592,0.514368672,1.504077397
Geotrygon_lawrencii,Columbidae,LC,0,8.983439772,5.393627546,Generalist,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,1.033299485,3.299533728
Geotrygon_linearis,Columbidae,LC,0,11.99590331,5.564520407,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.473178007,4.903792198
Geotrygon_montana,Columbidae,LC,0,16.39957713,4.896794478,Fruit,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.069837518,3.218875825
Geotrygon_mystacea,Columbidae,LC,0,9.545354403,5.351858133,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.405465108,2.320795813,5.888877958
Geotrygon_saphirina,Columbidae,LC,0,13.25188313,5.313205979,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.414597592,0.746174535,1.504077397
Geotrygon_veraguensis,Columbidae,LC,0,11.75782973,5.043425117,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.868897833,3.077312261
Geotrygon_versicolor,Columbidae,NT,0,9.307630409,5.416100402,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.757466655,5.404927102
Geotrygon_violacea,Columbidae,LC,0,14.21460045,4.555979942,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.357906069,4.194189897
