"","pred","tmean","dtr","hurs","rsds","vpd","precp","wind"
"Aegolius_funereus",43.6821612572699,2.55692002998285,9.79340499915888,57.6919398822878,16.8463882168182,386.348979665279,53.7639170200776,2.74364086041021
"Aegypius_monachus",41.5142810488645,9.31397085108475,12.6849629418019,48.2356473883305,22.264896816901,783.489090693888,38.0771817538337,3.93962010246685
"Aerodramus_brevirostris",88.8170811518325,13.4556392096452,9.80742155343138,61.8971696274443,18.3066974695752,643.400207988879,159.091822566162,2.63111302481857
"Aeronautes_saxatalis",61.0285650134717,15.6916892202168,13.1971449696153,49.247866230089,23.9523209401108,1031.74620250675,43.5881706989388,3.03822895476632
"Aethia_cristatella",24.016393442623,2.91170870866932,4.71230713070416,64.4107135710169,15.2592913049166,284.639250958552,136.401043563593,4.63756322079018
"Aethopyga_ignicauda",92.8639502762431,13.7896631407559,10.0097809412532,61.8135710579256,19.2532129887059,660.911090676956,189.635410111253,2.16599277845321
"Agelaius_phoeniceus",48.253944164049,12.8669621867755,10.8409756160046,56.1104531810374,19.8079366572547,750.398680955048,77.9768482798538,3.99464234398284
"Agelaius_tricolor",42.8051948051948,18.5009408281995,13.9806976442213,50.779080319095,24.2120751120827,1117.7327541599,26.9372232759154,2.9957087940984
"Agelasticus_thilius",55.2933064766037,17.9551781686534,10.2598172840335,55.8551374901771,21.8865957350268,943.217798323464,94.3510284143537,4.15733384487612
"Agriornis_micropterus",36.4499849200764,10.9359853450829,12.6033888869373,48.0503151094876,23.965243823135,720.802555518737,39.8561242576387,4.8287201017438
"Agriornis_montanus",36.8706690250754,11.3413384677985,12.1395442710559,50.6191517773633,23.9589728399167,724.231367649217,46.4209409562216,4.45014488105099
"Agriornis_murinus",40.9350174769622,15.8253323710605,12.1617520945694,48.5452814062777,23.4127987197061,985.019865716644,31.0779619911644,5.08010881375918
"Agropsar_philippensis",34.6874356333677,8.90714281251084,7.52487670411533,62.0603039345707,17.7349212525679,467.26924616522,128.164478885403,3.10601690255036
"Agropsar_sturninus",47.26641451843,8.56054213739942,11.7975169769988,50.9851751089895,19.5977257972556,636.145546752508,43.2670732726107,3.6849613171069
"Aix_galericulata",50.0873585017484,7.738368514199,10.0654388261888,56.2361777870867,18.3095218914712,530.180321472707,81.462024223442,3.15680120636416
"Aix_sponsa",46.8613272311213,10.1103401390609,10.41629265491,57.0172518043526,18.9247721534572,603.631909631706,87.527031086437,3.61260987625366
"Alauda_arvensis",43.0598159277032,7.6686829600048,10.5234626192746,54.6213199657748,18.8990759702948,598.495653221558,43.0279244895534,3.87564903276641
"Alauda_gulgula",61.6663735490679,21.10232123386,11.5357730266762,51.3525029176955,21.3788085218359,1438.30239188807,74.0047126679281,3.35556188818019
"Alauda_leucoptera",54.0232639343547,9.08398297383135,11.1426858250335,54.4230598035786,18.7915233800872,671.594693020603,28.7926266124812,4.3406404111757
"Alaudala_rufescens",40.4427580225499,13.3467729582098,12.5791361461257,47.1342364410113,21.9367970115128,981.690098789256,23.2648718310759,4.28462581784358
"Alcedo_atthis",62.5377306614021,14.8133358964455,9.91253630016166,57.1482616121808,18.3459303456969,872.552206761354,92.4246668300255,3.05825671858711
"Alopochelidon_fucata",105.383149132625,21.9565955502532,9.71820709667996,57.6937253421822,19.7884196059358,1137.32145897343,117.865747938492,3.4130186171974
"Alopochen_aegyptiaca",80.7388023500243,24.3898607362334,11.5108696760085,51.1655514885583,21.6391812798474,1583.10417086332,69.1168547104368,3.06797980404639
